label	Prevalence	TotalAbundance	min_rel_ab	max_rel_ab	domain	phylum	class	order	family	genus	species	relAbundance	pass_filters	relprev
Lactobacillus complex	102	1140773	8.114230331443769e-4	0.9842722865046551	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus complex	NA	0.18451236907487856	T	1
Streptococcus	99	304197	0	0.49276785531618894	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	0.049201821164658384	T	0.9705882352941176
Lactobacillus	96	657296	0	0.7893047494966244	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	0.10631321230730512	T	0.9411764705882353
Pseudomonas	94	375555	0	0.7395331240892277	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	0.06074349828398465	T	0.9215686274509803
Acinetobacter	89	693639	0	0.6825083433113392	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	0.1121914484062383	T	0.8725490196078431
Enhydrobacter	88	675414	0	0.5615147100393573	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	NA	0.10924367709118293	T	0.8627450980392157
Chryseobacterium	87	1229588	0	0.6297496715897511	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA	0.1988775986686587	T	0.8529411764705882
Staphylococcus	86	39517	0	0.046965624557928985	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA	0.006391609276106619	T	0.8431372549019608
Bacteroides	76	73200	0	0.13069253570466183	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	0.011839608244831453	T	0.7450980392156863
Shewanella	75	37042	0	0.04056722893126558	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	NA	0.005991294653074408	T	0.7352941176470589
Phascolarctobacterium	72	65103	0	0.10681040655581192	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	NA	0.0105299728902085	T	0.7058823529411765
Rikenellaceae RC9 gut group	70	44549	0	0.08347819788497754	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	NA	0.007205501471297765	T	0.6862745098039216
Alistipes	70	36270	0	0.06403925292814182	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	0.005866428839344765	T	0.6862745098039216
Halomonas	69	59220	0	0.07316776235695155	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	NA	0.009578437162007085	T	0.6764705882352942
Macrococcus	67	206214	0	0.35537121249979176	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Macrococcus	NA	0.03335372916119772	T	0.6568627450980392
