label	Prevalence	TotalAbundance	min_rel_ab	max_rel_ab	domain	phylum	class	order	family	genus	species	relAbundance	pass_filters	relprev
Lactococcus	22	1425767	0.2380636413466809	0.7155848379364754	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	NA	0.5236853936216008	T	1
Aeromonas	22	271838	0.0010838591126711027	0.28028547979929147	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	NA	0.09984632133532949	T	1
Enterococcus	22	270105	0.003033482583446743	0.34168998644087356	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	0.09920978900771478	T	1
Streptococcus	22	139343	0.0018728449156052906	0.26796831745816524	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	0.051180798688295295	T	1
Leuconostoc	22	110360	0.0015461180767458007	0.15380232524593948	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	NA	0.04053531891261326	T	1
Acinetobacter	22	105780	0.006236981977514192	0.09435501003995422	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	0.03885308113969038	T	1
Staphylococcus	22	73653	1.6621822375050644e-4	0.2023169297789086	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA	0.027052807574036827	T	1
Lactobacillus complex	22	70629	2.1296161850830066e-4	0.17045299568609718	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus complex	NA	0.02594208988291919	T	1
Lelliottia	22	61254	0.00176660928190938	0.058470047063202954	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	NA	0.022498644659960244	T	1
Enterobacter	22	52856	0.007040355501797887	0.04098309801731855	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	0.01941405234183659	T	1
Citrobacter	22	37779	3.0645263053530065e-4	0.028814025011743644	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA	0.013876257821671043	T	1
Enhydrobacter	22	9855	0.001358931359509628	0.008483974214488573	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	NA	0.003619749618374444	T	1
